order_id,order_date,drug_id,drug_name,supplier_id,supplier_name,quantity_kg,price_per_kg,total_cost_usd,promised_delivery,actual_delivery,lead_time_days,on_time,year,month,quarter
ORD01621,2021-08-04,DRG004,Metformin HCl,SUP025,Lupin API Division,250,37.21,9302.5,2021-10-10,2021-10-21,78,False,2021,8,Q3
ORD01823,2021-08-04,DRG006,Ibuprofen,SUP011,BASF Pharma Solutions,500,48.52,24260.0,2021-09-05,2021-09-03,30,True,2021,8,Q3
ORD00162,2021-08-04,DRG016,Escitalopram Oxalate,SUP017,Thermo Fisher Pharma,1000,627.06,627060.0,2021-08-18,2021-08-15,11,True,2021,8,Q3
ORD00141,2021-08-04,DRG008,Amoxicillin Trihydrate,SUP025,Lupin API Division,500,68.05,34025.0,2021-10-10,2021-10-05,62,True,2021,8,Q3
ORD03822,2021-08-04,DRG009,Azithromycin,SUP003,Dr Reddy's API Division,5000,141.51,707550.0,2021-10-10,2021-10-09,66,True,2021,8,Q3
ORD00109,2021-08-04,DRG015,Sertraline HCl,SUP018,Cambrex API Corp,250,402.03,100507.5,2021-08-18,2021-08-20,16,False,2021,8,Q3
ORD03648,2021-08-04,DRG013,Omeprazole,SUP014,Euroapi France,100,155.09,15509.0,2021-09-05,2021-09-08,35,True,2021,8,Q3
ORD01258,2021-08-04,DRG008,Amoxicillin Trihydrate,SUP025,Lupin API Division,500,68.95,34475.0,2021-10-10,2021-10-19,76,False,2021,8,Q3
ORD02546,2021-08-04,DRG015,Sertraline HCl,SUP005,Divi's Laboratories API,100,279.36,27936.0,2021-10-10,2021-10-21,78,False,2021,8,Q3
ORD05002,2021-08-05,DRG014,Pantoprazole Sodium,SUP007,Huahai Pharmaceutical API,2000,80.08,160160.0,2021-10-11,2021-10-28,84,False,2021,8,Q3
ORD01390,2021-08-05,DRG016,Escitalopram Oxalate,SUP005,Divi's Laboratories API,500,343.6,171800.0,2021-10-11,2021-09-26,52,True,2021,8,Q3
ORD04862,2021-08-06,DRG013,Omeprazole,SUP008,CSPC Pharma Intermediates,250,74.52,18630.0,2021-10-12,2021-10-12,67,True,2021,8,Q3
ORD02774,2021-08-06,DRG007,Acetaminophen (Paracetamol),SUP022,Cristalia Brazil API,1000,27.22,27220.0,2021-09-25,2021-10-04,59,False,2021,8,Q3
ORD00046,2021-08-06,DRG016,Escitalopram Oxalate,SUP023,Mylan API Japan,250,500.3,125075.0,2021-10-12,2021-10-30,85,False,2021,8,Q3
ORD03228,2021-08-06,DRG015,Sertraline HCl,SUP024,Fermion Oy Finland,500,383.51,191755.0,2021-09-07,2021-09-07,32,True,2021,8,Q3
ORD03560,2021-08-06,DRG016,Escitalopram Oxalate,SUP017,Thermo Fisher Pharma,250,642.36,160590.0,2021-08-20,2021-08-23,17,False,2021,8,Q3
ORD04650,2021-08-06,DRG006,Ibuprofen,SUP008,CSPC Pharma Intermediates,1000,20.64,20640.0,2021-10-12,2021-10-11,66,True,2021,8,Q3
ORD04765,2021-08-06,DRG013,Omeprazole,SUP003,Dr Reddy's API Division,100,80.56,8056.0,2021-10-12,2021-10-14,69,True,2021,8,Q3
ORD02341,2021-08-06,DRG012,Montelukast Sodium,SUP013,Lonza Pharma Ingredients,50,1028.52,51426.0,2021-09-07,2021-09-13,38,False,2021,8,Q3
ORD00759,2021-08-07,DRG016,Escitalopram Oxalate,SUP017,Thermo Fisher Pharma,5000,590.98,2954900.0,2021-08-21,2021-08-21,14,True,2021,8,Q3
ORD03402,2021-08-07,DRG014,Pantoprazole Sodium,SUP015,Polpharma API Poland,250,146.61,36652.5,2021-09-08,2021-09-10,34,True,2021,8,Q3
ORD01726,2021-08-07,DRG010,Ciprofloxacin HCl,SUP006,Zhejiang Pharma Chemical,1000,60.39,60390.0,2021-10-13,2021-10-04,58,True,2021,8,Q3
ORD02264,2021-08-07,DRG013,Omeprazole,SUP006,Zhejiang Pharma Chemical,50,66.2,3310.0,2021-10-13,2021-10-21,75,False,2021,8,Q3
ORD03644,2021-08-07,DRG017,Oseltamivir Phosphate,SUP013,Lonza Pharma Ingredients,50,2165.13,108256.5,2021-09-08,2021-09-18,42,False,2021,8,Q3
ORD03984,2021-08-07,DRG008,Amoxicillin Trihydrate,SUP006,Zhejiang Pharma Chemical,2000,45.73,91460.0,2021-10-13,2021-10-22,76,False,2021,8,Q3
ORD00474,2021-08-08,DRG006,Ibuprofen,SUP001,Aurobindo API Ltd,250,25.96,6490.0,2021-10-14,2021-10-09,62,True,2021,8,Q3
ORD03128,2021-08-08,DRG018,Cetirizine HCl,SUP001,Aurobindo API Ltd,1000,51.32,51320.0,2021-10-14,2021-10-31,84,False,2021,8,Q3
ORD04064,2021-08-08,DRG013,Omeprazole,SUP008,CSPC Pharma Intermediates,500,69.62,34810.0,2021-10-14,2021-09-22,45,True,2021,8,Q3
ORD00299,2021-08-08,DRG001,Lisinopril,SUP020,Teva API Israel,500,116.47,58235.0,2021-09-22,2021-09-20,43,True,2021,8,Q3
ORD04351,2021-08-09,DRG015,Sertraline HCl,SUP016,Pfizer CentreOne API,1000,477.34,477340.0,2021-08-23,2021-08-23,14,True,2021,8,Q3
ORD03626,2021-08-09,DRG003,Atorvastatin Calcium,SUP006,Zhejiang Pharma Chemical,500,165.7,82850.0,2021-10-15,2021-09-30,52,True,2021,8,Q3
ORD02501,2021-08-10,DRG015,Sertraline HCl,SUP005,Divi's Laboratories API,1000,269.7,269700.0,2021-10-16,2021-10-04,55,True,2021,8,Q3
ORD04473,2021-08-10,DRG010,Ciprofloxacin HCl,SUP004,Laurus Labs Synthesis,500,69.07,34535.0,2021-10-16,2021-10-13,64,True,2021,8,Q3
ORD01399,2021-08-10,DRG004,Metformin HCl,SUP004,Laurus Labs Synthesis,1000,34.45,34450.0,2021-10-16,2021-10-23,74,False,2021,8,Q3
ORD04758,2021-08-10,DRG001,Lisinopril,SUP020,Teva API Israel,250,126.94,31735.0,2021-09-24,2021-09-24,45,True,2021,8,Q3
ORD02553,2021-08-10,DRG005,Glimepiride,SUP010,Novartis API GmbH,500,449.13,224565.0,2021-09-11,2021-09-01,22,True,2021,8,Q3
ORD03554,2021-08-11,DRG018,Cetirizine HCl,SUP006,Zhejiang Pharma Chemical,500,36.42,18210.0,2021-10-17,2021-10-16,66,True,2021,8,Q3
ORD03383,2021-08-11,DRG003,Atorvastatin Calcium,SUP016,Pfizer CentreOne API,500,444.94,222470.0,2021-08-25,2021-08-28,17,False,2021,8,Q3
ORD03815,2021-08-11,DRG008,Amoxicillin Trihydrate,SUP025,Lupin API Division,1000,63.59,63590.0,2021-10-17,2021-10-10,60,True,2021,8,Q3
ORD01799,2021-08-11,DRG007,Acetaminophen (Paracetamol),SUP009,Shandong Xinhua API,500,17.74,8870.0,2021-10-17,2021-10-06,56,True,2021,8,Q3
ORD00792,2021-08-13,DRG016,Escitalopram Oxalate,SUP012,Siegfried AG Pharma,500,486.08,243040.0,2021-09-14,2021-09-17,35,True,2021,8,Q3
ORD02132,2021-08-13,DRG001,Lisinopril,SUP004,Laurus Labs Synthesis,250,94.96,23740.0,2021-10-19,2021-10-30,78,False,2021,8,Q3
ORD02555,2021-08-13,DRG004,Metformin HCl,SUP004,Laurus Labs Synthesis,1000,34.29,34290.0,2021-10-19,2021-10-24,72,True,2021,8,Q3
ORD03094,2021-08-13,DRG009,Azithromycin,SUP003,Dr Reddy's API Division,5000,104.18,520900.0,2021-10-19,2021-11-11,90,False,2021,8,Q3
ORD00968,2021-08-13,DRG006,Ibuprofen,SUP009,Shandong Xinhua API,2000,19.22,38440.0,2021-10-19,2021-10-18,66,True,2021,8,Q3
ORD00899,2021-08-13,DRG010,Ciprofloxacin HCl,SUP004,Laurus Labs Synthesis,500,78.29,39145.0,2021-10-19,2021-10-29,77,False,2021,8,Q3
ORD00561,2021-08-13,DRG018,Cetirizine HCl,SUP001,Aurobindo API Ltd,100,48.7,4870.0,2021-10-19,2021-10-17,65,True,2021,8,Q3
ORD03257,2021-08-13,DRG017,Oseltamivir Phosphate,SUP005,Divi's Laboratories API,250,1238.54,309635.0,2021-10-19,2021-10-27,75,False,2021,8,Q3
ORD00694,2021-08-14,DRG004,Metformin HCl,SUP008,CSPC Pharma Intermediates,100,27.4,2740.0,2021-10-20,2021-10-16,63,True,2021,8,Q3
ORD01888,2021-08-14,DRG004,Metformin HCl,SUP009,Shandong Xinhua API,5000,37.54,187700.0,2021-10-20,2021-10-31,78,False,2021,8,Q3
ORD04042,2021-08-14,DRG015,Sertraline HCl,SUP016,Pfizer CentreOne API,100,525.19,52519.0,2021-08-28,2021-08-30,16,False,2021,8,Q3
ORD03565,2021-08-14,DRG017,Oseltamivir Phosphate,SUP013,Lonza Pharma Ingredients,100,2282.7,228270.0,2021-09-15,2021-09-11,28,True,2021,8,Q3
ORD03630,2021-08-14,DRG009,Azithromycin,SUP005,Divi's Laboratories API,100,151.47,15147.0,2021-10-20,2021-10-04,51,True,2021,8,Q3
ORD00375,2021-08-15,DRG012,Montelukast Sodium,SUP002,Cipla Chemical Works,250,390.94,97735.0,2021-10-21,2021-10-24,70,True,2021,8,Q3
ORD02803,2021-08-15,DRG010,Ciprofloxacin HCl,SUP015,Polpharma API Poland,250,96.38,24095.0,2021-09-16,2021-09-22,38,False,2021,8,Q3
ORD05153,2021-08-15,DRG003,Atorvastatin Calcium,SUP023,Mylan API Japan,1000,332.12,332120.0,2021-10-21,2021-10-27,73,True,2021,8,Q3
ORD03581,2021-08-15,DRG006,Ibuprofen,SUP009,Shandong Xinhua API,500,20.26,10130.0,2021-10-21,2021-10-21,67,True,2021,8,Q3
ORD04432,2021-08-15,DRG015,Sertraline HCl,SUP018,Cambrex API Corp,500,377.4,188700.0,2021-08-29,2021-08-29,14,True,2021,8,Q3
ORD03455,2021-08-15,DRG011,Salbutamol Sulfate,SUP010,Novartis API GmbH,100,752.04,75204.0,2021-09-16,2021-09-14,30,True,2021,8,Q3
ORD04551,2021-08-16,DRG009,Azithromycin,SUP002,Cipla Chemical Works,100,113.95,11395.0,2021-10-22,2021-10-05,50,True,2021,8,Q3
ORD03649,2021-08-16,DRG015,Sertraline HCl,SUP003,Dr Reddy's API Division,2000,209.68,419360.0,2021-10-22,2021-11-05,81,False,2021,8,Q3
ORD00872,2021-08-16,DRG016,Escitalopram Oxalate,SUP002,Cipla Chemical Works,250,255.87,63967.5,2021-10-22,2021-10-21,66,True,2021,8,Q3
ORD02173,2021-08-16,DRG009,Azithromycin,SUP003,Dr Reddy's API Division,250,112.19,28047.5,2021-10-22,2021-10-30,75,False,2021,8,Q3
ORD02776,2021-08-17,DRG008,Amoxicillin Trihydrate,SUP002,Cipla Chemical Works,2000,55.5,111000.0,2021-10-23,2021-10-11,55,True,2021,8,Q3
ORD02785,2021-08-17,DRG010,Ciprofloxacin HCl,SUP009,Shandong Xinhua API,50,58.61,2930.5,2021-10-23,2021-10-20,64,True,2021,8,Q3
ORD03420,2021-08-17,DRG011,Salbutamol Sulfate,SUP003,Dr Reddy's API Division,500,337.29,168645.0,2021-10-23,2021-11-03,78,False,2021,8,Q3
ORD00678,2021-08-17,DRG011,Salbutamol Sulfate,SUP016,Pfizer CentreOne API,2000,712.53,1425060.0,2021-08-31,2021-09-02,16,False,2021,8,Q3
ORD04970,2021-08-17,DRG008,Amoxicillin Trihydrate,SUP021,Aspen Pharmacare API,100,85.87,8587.0,2021-10-13,2021-10-01,45,True,2021,8,Q3
ORD00935,2021-08-17,DRG002,Amlodipine Besylate,SUP001,Aurobindo API Ltd,50,151.33,7566.5,2021-10-23,2021-10-21,65,True,2021,8,Q3
ORD05119,2021-08-17,DRG016,Escitalopram Oxalate,SUP023,Mylan API Japan,50,510.45,25522.5,2021-10-23,2021-11-13,88,False,2021,8,Q3
ORD04556,2021-08-17,DRG014,Pantoprazole Sodium,SUP002,Cipla Chemical Works,1000,105.61,105610.0,2021-10-23,2021-10-18,62,True,2021,8,Q3
ORD03954,2021-08-18,DRG014,Pantoprazole Sodium,SUP002,Cipla Chemical Works,500,98.45,49225.0,2021-10-24,2021-10-26,69,True,2021,8,Q3
ORD01556,2021-08-18,DRG003,Atorvastatin Calcium,SUP006,Zhejiang Pharma Chemical,250,148.42,37105.0,2021-10-24,2021-11-04,78,False,2021,8,Q3
ORD02730,2021-08-19,DRG008,Amoxicillin Trihydrate,SUP006,Zhejiang Pharma Chemical,500,48.88,24440.0,2021-10-25,2021-10-26,68,True,2021,8,Q3
ORD01886,2021-08-19,DRG016,Escitalopram Oxalate,SUP002,Cipla Chemical Works,250,260.65,65162.5,2021-10-25,2021-10-17,59,True,2021,8,Q3
ORD03452,2021-08-19,DRG017,Oseltamivir Phosphate,SUP013,Lonza Pharma Ingredients,500,2174.84,1087420.0,2021-09-20,2021-09-29,41,False,2021,8,Q3
ORD01855,2021-08-19,DRG017,Oseltamivir Phosphate,SUP005,Divi's Laboratories API,500,1153.93,576965.0,2021-10-25,2021-11-14,87,False,2021,8,Q3
ORD04460,2021-08-19,DRG002,Amlodipine Besylate,SUP010,Novartis API GmbH,2000,231.25,462500.0,2021-09-20,2021-09-19,31,True,2021,8,Q3
ORD01209,2021-08-20,DRG001,Lisinopril,SUP002,Cipla Chemical Works,50,96.36,4818.0,2021-10-26,2021-10-27,68,True,2021,8,Q3
ORD01978,2021-08-20,DRG003,Atorvastatin Calcium,SUP005,Divi's Laboratories API,50,256.31,12815.5,2021-10-26,2021-11-05,77,False,2021,8,Q3
ORD01857,2021-08-20,DRG005,Glimepiride,SUP014,Euroapi France,500,449.5,224750.0,2021-09-21,2021-09-21,32,True,2021,8,Q3
ORD02580,2021-08-20,DRG001,Lisinopril,SUP020,Teva API Israel,250,124.87,31217.5,2021-10-04,2021-10-02,43,True,2021,8,Q3
ORD03911,2021-08-20,DRG003,Atorvastatin Calcium,SUP005,Divi's Laboratories API,250,255.58,63895.0,2021-10-26,2021-10-22,63,True,2021,8,Q3
ORD03208,2021-08-21,DRG017,Oseltamivir Phosphate,SUP013,Lonza Pharma Ingredients,250,2183.24,545810.0,2021-09-22,2021-09-23,33,True,2021,8,Q3
ORD02292,2021-08-21,DRG001,Lisinopril,SUP008,CSPC Pharma Intermediates,500,68.43,34215.0,2021-10-27,2021-11-13,84,False,2021,8,Q3
ORD03805,2021-08-21,DRG008,Amoxicillin Trihydrate,SUP008,CSPC Pharma Intermediates,5000,50.28,251400.0,2021-10-27,2021-10-19,59,True,2021,8,Q3
ORD00632,2021-08-21,DRG001,Lisinopril,SUP004,Laurus Labs Synthesis,50,97.95,4897.5,2021-10-27,2021-10-27,67,True,2021,8,Q3
ORD02956,2021-08-22,DRG013,Omeprazole,SUP008,CSPC Pharma Intermediates,50,65.81,3290.5,2021-10-28,2021-10-16,55,True,2021,8,Q3
ORD01873,2021-08-22,DRG006,Ibuprofen,SUP021,Aspen Pharmacare API,1000,33.5,33500.0,2021-10-18,2021-10-26,65,False,2021,8,Q3
ORD02995,2021-08-22,DRG017,Oseltamivir Phosphate,SUP016,Pfizer CentreOne API,250,2183.63,545907.5,2021-09-05,2021-09-04,13,True,2021,8,Q3
ORD02872,2021-08-22,DRG001,Lisinopril,SUP004,Laurus Labs Synthesis,100,100.6,10060.0,2021-10-28,2021-11-02,72,True,2021,8,Q3
ORD02874,2021-08-22,DRG016,Escitalopram Oxalate,SUP012,Siegfried AG Pharma,500,491.69,245845.0,2021-09-23,2021-09-26,35,True,2021,8,Q3
ORD02983,2021-08-22,DRG007,Acetaminophen (Paracetamol),SUP004,Laurus Labs Synthesis,1000,21.2,21200.0,2021-10-28,2021-10-13,52,True,2021,8,Q3
ORD03656,2021-08-22,DRG007,Acetaminophen (Paracetamol),SUP007,Huahai Pharmaceutical API,250,17.49,4372.5,2021-10-28,2021-10-25,64,True,2021,8,Q3
ORD03966,2021-08-22,DRG008,Amoxicillin Trihydrate,SUP021,Aspen Pharmacare API,500,82.67,41335.0,2021-10-18,2021-10-11,50,True,2021,8,Q3
ORD03140,2021-08-22,DRG007,Acetaminophen (Paracetamol),SUP008,CSPC Pharma Intermediates,100,16.58,1658.0,2021-10-28,2021-10-29,68,True,2021,8,Q3
ORD01329,2021-08-23,DRG017,Oseltamivir Phosphate,SUP013,Lonza Pharma Ingredients,500,2124.6,1062300.0,2021-09-24,2021-09-25,33,True,2021,8,Q3
ORD02907,2021-08-23,DRG003,Atorvastatin Calcium,SUP006,Zhejiang Pharma Chemical,2000,130.04,260080.0,2021-10-29,2021-10-28,66,True,2021,8,Q3
ORD00903,2021-08-23,DRG003,Atorvastatin Calcium,SUP002,Cipla Chemical Works,500,176.61,88305.0,2021-10-29,2021-11-08,77,False,2021,8,Q3
ORD02305,2021-08-23,DRG008,Amoxicillin Trihydrate,SUP008,CSPC Pharma Intermediates,100,48.23,4823.0,2021-10-29,2021-11-04,73,True,2021,8,Q3
ORD00802,2021-08-24,DRG008,Amoxicillin Trihydrate,SUP014,Euroapi France,50,118.72,5936.0,2021-09-25,2021-09-29,36,False,2021,8,Q3
ORD01660,2021-08-24,DRG009,Azithromycin,SUP020,Teva API Israel,500,144.31,72155.0,2021-10-08,2021-10-01,38,True,2021,8,Q3
ORD01050,2021-08-25,DRG003,Atorvastatin Calcium,SUP016,Pfizer CentreOne API,1000,425.18,425180.0,2021-09-08,2021-09-07,13,True,2021,8,Q3
ORD00662,2021-08-25,DRG008,Amoxicillin Trihydrate,SUP025,Lupin API Division,1000,65.66,65660.0,2021-10-31,2021-11-13,80,False,2021,8,Q3
ORD00738,2021-08-25,DRG017,Oseltamivir Phosphate,SUP013,Lonza Pharma Ingredients,5000,2085.09,10425450.0,2021-09-26,2021-09-16,22,True,2021,8,Q3
ORD01877,2021-08-25,DRG005,Glimepiride,SUP020,Teva API Israel,250,317.95,79487.5,2021-10-09,2021-10-08,44,True,2021,8,Q3
ORD00824,2021-08-26,DRG014,Pantoprazole Sodium,SUP007,Huahai Pharmaceutical API,100,90.53,9053.0,2021-11-01,2021-10-23,58,True,2021,8,Q3
ORD03717,2021-08-26,DRG001,Lisinopril,SUP020,Teva API Israel,1000,113.71,113710.0,2021-10-10,2021-10-14,49,True,2021,8,Q3
ORD02051,2021-08-26,DRG016,Escitalopram Oxalate,SUP017,Thermo Fisher Pharma,250,627.94,156985.0,2021-09-09,2021-09-09,14,True,2021,8,Q3
ORD01774,2021-08-26,DRG003,Atorvastatin Calcium,SUP016,Pfizer CentreOne API,5000,414.49,2072450.0,2021-09-09,2021-09-05,10,True,2021,8,Q3
ORD03725,2021-08-26,DRG003,Atorvastatin Calcium,SUP006,Zhejiang Pharma Chemical,2000,136.14,272280.0,2021-11-01,2021-10-26,61,True,2021,8,Q3
ORD03738,2021-08-26,DRG003,Atorvastatin Calcium,SUP005,Divi's Laboratories API,500,241.52,120760.0,2021-11-01,2021-10-13,48,True,2021,8,Q3
ORD04855,2021-08-26,DRG016,Escitalopram Oxalate,SUP012,Siegfried AG Pharma,250,514.59,128647.5,2021-09-27,2021-09-16,21,True,2021,8,Q3
ORD03179,2021-08-27,DRG006,Ibuprofen,SUP001,Aurobindo API Ltd,1000,26.19,26190.0,2021-11-02,2021-10-22,56,True,2021,8,Q3
ORD01604,2021-08-27,DRG013,Omeprazole,SUP003,Dr Reddy's API Division,250,90.22,22555.0,2021-11-02,2021-11-04,69,True,2021,8,Q3
ORD00462,2021-08-27,DRG013,Omeprazole,SUP001,Aurobindo API Ltd,250,85.72,21430.0,2021-11-02,2021-11-02,67,True,2021,8,Q3
ORD02131,2021-08-27,DRG011,Salbutamol Sulfate,SUP012,Siegfried AG Pharma,1000,582.76,582760.0,2021-09-28,2021-10-01,35,True,2021,8,Q3
ORD01137,2021-08-28,DRG010,Ciprofloxacin HCl,SUP001,Aurobindo API Ltd,2000,64.29,128580.0,2021-11-03,2021-11-09,73,True,2021,8,Q3
ORD01383,2021-08-29,DRG003,Atorvastatin Calcium,SUP023,Mylan API Japan,1000,344.54,344540.0,2021-11-04,2021-11-05,68,True,2021,8,Q3
ORD01618,2021-08-29,DRG008,Amoxicillin Trihydrate,SUP002,Cipla Chemical Works,250,67.32,16830.0,2021-11-04,2021-10-26,58,True,2021,8,Q3
ORD02180,2021-08-29,DRG006,Ibuprofen,SUP015,Polpharma API Poland,250,35.98,8995.0,2021-09-30,2021-09-28,30,True,2021,8,Q3
ORD03337,2021-08-29,DRG010,Ciprofloxacin HCl,SUP006,Zhejiang Pharma Chemical,1000,51.02,51020.0,2021-11-04,2021-11-15,78,False,2021,8,Q3
ORD04589,2021-08-29,DRG007,Acetaminophen (Paracetamol),SUP004,Laurus Labs Synthesis,100,20.2,2020.0,2021-11-04,2021-11-02,65,True,2021,8,Q3
ORD02847,2021-08-30,DRG003,Atorvastatin Calcium,SUP016,Pfizer CentreOne API,50,469.66,23483.0,2021-09-13,2021-09-12,13,True,2021,8,Q3
ORD03915,2021-08-30,DRG002,Amlodipine Besylate,SUP015,Polpharma API Poland,100,178.17,17817.0,2021-10-01,2021-10-05,36,False,2021,8,Q3
ORD04130,2021-08-31,DRG017,Oseltamivir Phosphate,SUP013,Lonza Pharma Ingredients,1000,2132.22,2132220.0,2021-10-02,2021-09-30,30,True,2021,8,Q3
ORD02604,2021-08-31,DRG006,Ibuprofen,SUP025,Lupin API Division,500,26.67,13335.0,2021-11-06,2021-11-10,71,True,2021,8,Q3
ORD02028,2021-08-31,DRG015,Sertraline HCl,SUP016,Pfizer CentreOne API,100,509.31,50931.0,2021-09-14,2021-09-13,13,True,2021,8,Q3
ORD03917,2021-08-31,DRG015,Sertraline HCl,SUP024,Fermion Oy Finland,500,397.65,198825.0,2021-10-02,2021-09-29,29,True,2021,8,Q3
ORD00598,2021-08-31,DRG006,Ibuprofen,SUP025,Lupin API Division,500,25.37,12685.0,2021-11-06,2021-11-10,71,True,2021,8,Q3
ORD05003,2021-08-31,DRG008,Amoxicillin Trihydrate,SUP006,Zhejiang Pharma Chemical,5000,53.22,266100.0,2021-11-06,2021-11-05,66,True,2021,8,Q3
ORD04701,2021-09-01,DRG002,Amlodipine Besylate,SUP003,Dr Reddy's API Division,250,150.08,37520.0,2021-11-07,2021-11-11,71,True,2021,9,Q3
ORD03840,2021-09-01,DRG015,Sertraline HCl,SUP018,Cambrex API Corp,500,378.03,189015.0,2021-09-15,2021-09-12,11,True,2021,9,Q3
ORD02996,2021-09-01,DRG005,Glimepiride,SUP020,Teva API Israel,100,318.2,31820.0,2021-10-16,2021-10-26,55,False,2021,9,Q3
ORD02330,2021-09-01,DRG008,Amoxicillin Trihydrate,SUP006,Zhejiang Pharma Chemical,250,56.89,14222.5,2021-11-07,2021-11-04,64,True,2021,9,Q3
ORD05151,2021-09-01,DRG005,Glimepiride,SUP010,Novartis API GmbH,250,459.31,114827.5,2021-10-03,2021-10-05,34,True,2021,9,Q3
ORD05198,2021-09-01,DRG007,Acetaminophen (Paracetamol),SUP009,Shandong Xinhua API,50,18.1,905.0,2021-11-07,2021-11-01,61,True,2021,9,Q3
ORD03279,2021-09-01,DRG012,Montelukast Sodium,SUP002,Cipla Chemical Works,1000,372.55,372550.0,2021-11-07,2021-11-16,76,False,2021,9,Q3
ORD04503,2021-09-01,DRG016,Escitalopram Oxalate,SUP012,Siegfried AG Pharma,2000,473.83,947660.0,2021-10-03,2021-09-27,26,True,2021,9,Q3
ORD03865,2021-09-02,DRG018,Cetirizine HCl,SUP004,Laurus Labs Synthesis,500,49.78,24890.0,2021-11-08,2021-11-11,70,True,2021,9,Q3
ORD04919,2021-09-02,DRG004,Metformin HCl,SUP022,Cristalia Brazil API,100,45.19,4519.0,2021-10-22,2021-10-13,41,True,2021,9,Q3
ORD04027,2021-09-03,DRG014,Pantoprazole Sodium,SUP004,Laurus Labs Synthesis,500,99.94,49970.0,2021-11-09,2021-11-20,78,False,2021,9,Q3
ORD00036,2021-09-03,DRG016,Escitalopram Oxalate,SUP023,Mylan API Japan,250,495.24,123810.0,2021-11-09,2021-11-04,62,True,2021,9,Q3
ORD04986,2021-09-03,DRG006,Ibuprofen,SUP006,Zhejiang Pharma Chemical,250,21.81,5452.5,2021-11-09,2021-10-20,47,True,2021,9,Q3
ORD01551,2021-09-03,DRG016,Escitalopram Oxalate,SUP017,Thermo Fisher Pharma,250,630.28,157570.0,2021-09-17,2021-09-16,13,True,2021,9,Q3
ORD01231,2021-09-03,DRG015,Sertraline HCl,SUP005,Divi's Laboratories API,250,281.49,70372.5,2021-11-09,2021-11-17,75,False,2021,9,Q3
ORD02122,2021-09-03,DRG015,Sertraline HCl,SUP018,Cambrex API Corp,500,378.04,189020.0,2021-09-17,2021-09-15,12,True,2021,9,Q3
ORD02655,2021-09-03,DRG013,Omeprazole,SUP014,Euroapi France,250,160.43,40107.5,2021-10-05,2021-10-03,30,True,2021,9,Q3
ORD00350,2021-09-03,DRG011,Salbutamol Sulfate,SUP012,Siegfried AG Pharma,500,566.73,283365.0,2021-10-05,2021-10-12,39,False,2021,9,Q3
ORD02438,2021-09-03,DRG006,Ibuprofen,SUP007,Huahai Pharmaceutical API,2000,18.57,37140.0,2021-11-09,2021-11-08,66,True,2021,9,Q3
ORD04240,2021-09-04,DRG009,Azithromycin,SUP020,Teva API Israel,500,149.0,74500.0,2021-10-19,2021-10-20,46,True,2021,9,Q3
ORD00667,2021-09-04,DRG008,Amoxicillin Trihydrate,SUP025,Lupin API Division,250,63.07,15767.5,2021-11-10,2021-11-04,61,True,2021,9,Q3
ORD03586,2021-09-04,DRG001,Lisinopril,SUP002,Cipla Chemical Works,2000,78.96,157920.0,2021-11-10,2021-11-15,72,True,2021,9,Q3
ORD00459,2021-09-04,DRG015,Sertraline HCl,SUP024,Fermion Oy Finland,1000,375.64,375640.0,2021-10-06,2021-10-07,33,True,2021,9,Q3
ORD03573,2021-09-05,DRG009,Azithromycin,SUP020,Teva API Israel,100,149.57,14957.0,2021-10-20,2021-10-13,38,True,2021,9,Q3
ORD00308,2021-09-05,DRG015,Sertraline HCl,SUP024,Fermion Oy Finland,1000,391.32,391320.0,2021-10-07,2021-10-03,28,True,2021,9,Q3
ORD03975,2021-09-05,DRG012,Montelukast Sodium,SUP023,Mylan API Japan,250,807.51,201877.5,2021-11-11,2021-11-11,67,True,2021,9,Q3
ORD02043,2021-09-05,DRG001,Lisinopril,SUP004,Laurus Labs Synthesis,2000,94.33,188660.0,2021-11-11,2021-11-17,73,True,2021,9,Q3
ORD03747,2021-09-06,DRG009,Azithromycin,SUP010,Novartis API GmbH,500,212.88,106440.0,2021-10-08,2021-10-10,34,True,2021,9,Q3
ORD04719,2021-09-06,DRG003,Atorvastatin Calcium,SUP002,Cipla Chemical Works,500,176.8,88400.0,2021-11-12,2021-11-19,74,False,2021,9,Q3
ORD03801,2021-09-06,DRG003,Atorvastatin Calcium,SUP006,Zhejiang Pharma Chemical,1000,153.48,153480.0,2021-11-12,2021-11-17,72,True,2021,9,Q3
ORD02914,2021-09-06,DRG004,Metformin HCl,SUP004,Laurus Labs Synthesis,250,35.94,8985.0,2021-11-12,2021-11-10,65,True,2021,9,Q3
ORD04749,2021-09-06,DRG004,Metformin HCl,SUP022,Cristalia Brazil API,250,47.69,11922.5,2021-10-26,2021-10-30,54,True,2021,9,Q3
ORD00947,2021-09-06,DRG013,Omeprazole,SUP014,Euroapi France,1000,145.18,145180.0,2021-10-08,2021-10-05,29,True,2021,9,Q3
ORD00086,2021-09-06,DRG015,Sertraline HCl,SUP003,Dr Reddy's API Division,100,226.61,22661.0,2021-11-12,2021-11-12,67,True,2021,9,Q3
ORD01862,2021-09-07,DRG015,Sertraline HCl,SUP024,Fermion Oy Finland,5000,448.36,2241800.0,2021-10-09,2021-10-02,25,True,2021,9,Q3
